filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20230513_165439386_BURST0015_jpg.rf.1119cb0fa7eb6945d3c572e464b7c900.jpg,640,640,cola,194,93,429,554
IMG_20230106_172228_Burst18_jpg.rf.e597ae86e4237d6c54f29429abdfd1fc.jpg,640,640,cola,236,136,388,609
IMG_20230106_172228_Burst19_jpg.rf.98692a00030a88a2f5cf64f3272d48c0.jpg,640,640,cola,256,145,388,587
IMG_20230106_172357_Burst11_jpg.rf.6be85aa11a87c1e54ef707a0c47b1179.jpg,640,640,cola,295,43,445,493
IMG_20230513_165453054_BURST0014_jpg.rf.b9374e7dca88d2b4c16638fcf94beb8b.jpg,640,640,cola,171,97,396,554
IMG_20230513_165245740_BURST0005_jpg.rf.07122ca4391726c2d00bc7cb69300c54.jpg,640,640,cola,249,132,399,405
IMG_20230106_172243_Burst07_jpg.rf.e789708be0b86b76205a3a7742f47ae3.jpg,640,640,cola,250,59,418,597
IMG_20230513_165556202_BURST0013_jpg.rf.0c09d125beb806854b957e04b891ef39.jpg,640,640,cola,213,85,322,396
IMG_20230513_165127291_BURST0007_jpg.rf.b320cb33f6486d448227e9830c106944.jpg,640,640,cola,295,28,419,396
IMG_20230513_165003143_BURST0003_jpg.rf.06869e52b5971988c9cddbd3745a022c.jpg,640,640,cola,292,160,454,497
IMG_20230106_172243_Burst02_jpg.rf.0e5fca30feb372208cfa7421bcadccf1.jpg,640,640,cola,225,15,504,566
IMG_20230106_171953_Burst08_jpg.rf.03065ded613b55e5b5c70e4bcfcf0184.jpg,640,640,cola,260,51,451,577
IMG_20230106_171936_Burst10_jpg.rf.24d261289d0ec305637ef03e0b0a018e.jpg,640,640,cola,283,136,424,595
IMG_20230106_172243_Burst03_jpg.rf.1fcbe287b13f5516c52ce4cdc0fdc82d.jpg,640,640,cola,150,71,429,607
IMG_20230513_164942950_BURST0001_COVER_jpg.rf.e1e27a89bd019e6902ea730b030e5226.jpg,640,640,cola,207,90,336,499
IMG_20230513_165556202_BURST0002_jpg.rf.da79d22a3c1b75bc7666a2c1cb37dd7d.jpg,640,640,cola,113,180,314,537
IMG_20230513_165523462_BURST0004_jpg.rf.96cb6f29339bc1a19329ed837cc0e58b.jpg,640,640,cola,167,191,356,556
IMG_20230513_165245740_BURST0003_jpg.rf.e3459e34593fd7bf5b22d80fcbc1b26e.jpg,640,640,cola,279,237,372,490
IMG_20230513_164859446_BURST0003_jpg.rf.91582aebb716f594c27c713ae60acf7b.jpg,640,640,cola,202,0,445,488
IMG_20230513_164838321_BURST0003_jpg.rf.4b6b39093fbde1c881ce8075f4d3158b.jpg,640,640,cola,264,126,375,459
IMG_20230106_172228_Burst12_jpg.rf.d0b0dd09cb0b05d10b664d8d9fc1a67c.jpg,640,640,cola,242,134,397,587
IMG_20230513_165340889_BURST0015_jpg.rf.2d034832c4435b0e8d3b70d30bfd0a2a.jpg,640,640,cola,238,185,374,617
IMG_20230513_164905242_BURST0010_jpg.rf.572063b453500f3b01bf021f66c15283.jpg,640,640,cola,285,181,377,431
IMG_20230106_172147_Burst20_jpg.rf.71d986bc6e0ca53dc9e74190c1fc6860.jpg,640,640,cola,231,158,413,624
IMG_20230513_165147821_BURST0008_jpg.rf.1acf20f16837e06607f894f78034b470.jpg,640,640,cola,310,141,456,450
IMG_20230106_171723_Burst06_jpg.rf.33457647a5489acd1efac1d4f6f547dd.jpg,640,640,cola,225,39,436,485
IMG_20230106_171723_Burst11_jpg.rf.a283f5cdac1028b58e046a1f81aa2eea.jpg,640,640,cola,193,180,384,640
IMG_20230513_164838321_BURST0004_jpg.rf.cd3cd3d80afd298f85f0bc42426e0146.jpg,640,640,cola,263,130,376,465
IMG_20230513_165245740_BURST0001_COVER_jpg.rf.acac17d2c73b654c4d4722f4fac9acd5.jpg,640,640,cola,266,153,354,394
IMG_20230106_172057_Burst05_jpg.rf.5abdb35f958f3ddebfe06813490f3283.jpg,640,640,cola,254,149,403,600
IMG_20230106_172130_Burst08_jpg.rf.1f1c541051309fd132338737580c0496.jpg,640,640,cola,271,171,398,588
IMG_20230106_172357_Burst09_jpg.rf.2751cbdaf2fd44311631affa71fe0cd0.jpg,640,640,cola,273,162,399,577
IMG_20230106_172130_Burst18_jpg.rf.6552bec0ff4ff569159a169ffd7d5eb5.jpg,640,640,cola,269,177,398,587
IMG_20230513_164942950_BURST0002_jpg.rf.803f53357d09733d40f31c3b127184f2.jpg,640,640,cola,208,92,336,506
IMG_20230513_165340889_BURST0002_jpg.rf.e81968372ceae3ba597287f9051794ce.jpg,640,640,cola,219,34,344,433
IMG_20230513_165327174_BURST0012_jpg.rf.4e4124c041845aa36129b5cc61111f0a.jpg,640,640,cola,274,126,367,407
IMG_20230513_165127291_BURST0002_jpg.rf.7976f6861cb5f81d932e32d6bece376e.jpg,640,640,cola,255,42,388,406
IMG_20230106_172138_Burst17_jpg.rf.597996fa65efeea3663b8184d89323f5.jpg,640,640,cola,266,153,397,581
IMG_20230106_171925_Burst05_jpg.rf.835e99e4450d769b97522477775cc7f6.jpg,640,640,cola,261,131,410,592
IMG_20230513_165523462_BURST0009_jpg.rf.faef29d401d47004d0bf3d8891390a29.jpg,640,640,cola,316,98,484,423
IMG_20230513_165008935_BURST0002_jpg.rf.1255ed5218ca6cf4ad4a7a409da51de2.jpg,640,640,cola,257,146,392,450
IMG_20230106_172130_Burst08_jpg.rf.67bf45d557d396c73a8305a434df6d95.jpg,640,640,cola,197,99,423,593
IMG_20230513_165127291_BURST0013_jpg.rf.558b97eb08841acddae18583e153f312.jpg,640,640,cola,243,29,423,389
IMG_20230513_164838321_BURST0003_jpg.rf.d22b11572b26fa071c57b1b5a33e10f9.jpg,640,640,cola,264,168,437,553
IMG_20230106_171936_Burst10_jpg.rf.5eb50dd3eb5ce3df1283c5c1b11b42eb.jpg,640,640,cola,211,2,456,520
IMG_20230513_165205273_BURST0005_jpg.rf.d356b5304626a95adfa0e6e400aa30f5.jpg,640,640,cola,251,136,370,402
IMG_20230513_164942950_BURST0001_COVER_jpg.rf.69888946622c07734a6a30011dbb8240.jpg,640,640,cola,263,137,481,619
IMG_20230513_165127291_BURST0011_jpg.rf.f3057d32a72cc2578c53d2272b65ae1f.jpg,640,640,cola,209,113,402,488
IMG_20230513_165147821_BURST0012_jpg.rf.c8c8c0186b93c1249497740b8c403034.jpg,640,640,cola,205,228,327,541
IMG_20230513_165439386_BURST0015_jpg.rf.03db3e56230271b34cfa426550eecc60.jpg,640,640,cola,234,102,388,542
IMG_20230106_171449_Burst09_jpg.rf.fbeb11ad5570be0579945cbe5969c7a7.jpg,640,640,cola,277,141,407,549
IMG_20230513_165245740_BURST0004_jpg.rf.5806c2ffc530cdb4a1b6274d56147e1d.jpg,640,640,cola,285,237,381,496
IMG_20230513_164838321_BURST0010_jpg.rf.7082e451dd9cafdf6a3b945484041228.jpg,640,640,cola,242,102,381,499
IMG_20230106_171449_Burst15_jpg.rf.0d69ea5beb34fc5163d0396534e76bb2.jpg,640,640,cola,280,139,408,552
IMG_20230106_172147_Burst16_jpg.rf.719410fa919b17de0e4c59f27c73f1f7.jpg,640,640,cola,251,167,390,603
IMG_20230513_164942950_BURST0002_jpg.rf.6493256689fc1c143a155e36f9035d6e.jpg,640,640,cola,166,119,359,566
IMG_20230513_164838321_BURST0004_jpg.rf.58ed3255f03dd78be59b358247861486.jpg,640,640,cola,238,170,402,529
IMG_20230513_165439386_BURST0003_jpg.rf.c55dec1314cb5c79609774f22e8ec487.jpg,640,640,cola,208,95,342,509
IMG_20230106_172130_Burst12_jpg.rf.3d5a4fb41ec73aada605b82a215e8ffd.jpg,640,640,cola,174,169,392,618
IMG_20230106_172243_Burst02_jpg.rf.081eaf2bc7dbedb226aab5e1161fa1cb.jpg,640,640,cola,260,102,408,574
IMG_20230513_165453054_BURST0003_jpg.rf.82f3cc23683e4cd38b9b092dbc4489d5.jpg,640,640,cola,277,124,415,519
IMG_20230106_172138_Burst08_jpg.rf.36b36ad5f9a18c5c8792e83bfe855510.jpg,640,640,cola,182,130,415,585
IMG_20230106_172138_Burst06_jpg.rf.4baaf27a51cb4b02172fc81ca5a04d87.jpg,640,640,cola,265,149,397,578
IMG_20230513_165327174_BURST0012_jpg.rf.3cb6f479d9e9f200cfc7b890327a5ab4.jpg,640,640,cola,219,210,393,526
IMG_20230106_172228_Burst19_jpg.rf.0ada677e86c76bf7faa728da9bc2c4d0.jpg,640,640,cola,185,123,437,618
IMG_20230513_165003143_BURST0003_jpg.rf.2ab281ebde7bcbb004daf1e41217677d.jpg,640,640,cola,230,152,331,429
IMG_20230513_165439386_BURST0002_jpg.rf.d801eb4559acc5dc16ac0ec53d8af148.jpg,640,640,cola,209,100,345,508
IMG_20230513_165245740_BURST0005_jpg.rf.ac80d4515220a12bd51e652d9f9094cb.jpg,640,640,cola,267,148,349,398
IMG_20230513_165556202_BURST0003_jpg.rf.cb3269ed7f9778cc10cde0d76de82291.jpg,640,640,cola,213,99,316,403
IMG_20230513_165147821_BURST0012_jpg.rf.30dc959d2a1c5c6f8317f227a5363c45.jpg,640,640,cola,223,131,325,412
IMG_20230106_172057_Burst05_jpg.rf.44dada85065f0511ac5319f7064184fe.jpg,640,640,cola,223,27,422,501
IMG_20230513_165408511_BURST0009_jpg.rf.926f9291d174b4563ef3da54bb9f58e6.jpg,640,640,cola,229,116,334,434
IMG_20230106_172130_Burst18_jpg.rf.d3231511f9535d93c6755f7e166191de.jpg,640,640,cola,188,26,410,476
IMG_20230106_171925_Burst05_jpg.rf.a130a2bb3443c22b8ca9013c102f37ed.jpg,640,640,cola,201,104,434,613
IMG_20230513_165556202_BURST0002_jpg.rf.aed2f5ec706d45542d0f3740e85d1cdc.jpg,640,640,cola,208,108,319,413
IMG_20230106_172357_Burst07_jpg.rf.f2cca1f5587040bf9b6f3a3d76358f03.jpg,640,640,cola,268,162,405,576
IMG_20230513_165453054_BURST0014_jpg.rf.2518147a3169dcba1a0a5b86e7994156.jpg,640,640,cola,247,162,383,536
IMG_20230106_171936_Burst11_jpg.rf.b2e058cb0c9b50dd5ba84d266663cc63.jpg,640,640,cola,276,141,425,591
IMG_20230513_165556202_BURST0001_COVER_jpg.rf.e1a992b8f69196709f05f381b78c5f6d.jpg,640,640,cola,282,207,450,546
IMG_20230106_172228_Burst12_jpg.rf.9cd9b179543832cd5f71fd4409bb65a5.jpg,640,640,cola,255,149,384,582
IMG_20230106_172138_Burst17_jpg.rf.79d52f98917d4a53d5cbc089451a63c8.jpg,640,640,cola,253,24,481,507
IMG_20230513_165147821_BURST0008_jpg.rf.441a70a160719a0e5db8565bfbb329b9.jpg,640,640,cola,218,141,316,416
IMG_20230513_165523462_BURST0001_COVER_jpg.rf.9ec6312c1538b9d0b3598799abd1a508.jpg,640,640,cola,199,110,310,408
IMG_20230513_164905242_BURST0004_jpg.rf.64ebd14a3fff44fb2b4093261dd4543b.jpg,640,640,cola,295,173,381,422
IMG_20230513_165408511_BURST0007_jpg.rf.c55170f247bea033ad0c5c0217e6fef4.jpg,640,640,cola,227,116,335,434
IMG_20230513_165523462_BURST0009_jpg.rf.eae284bcfd08edc0773356a63ddaa885.jpg,640,640,cola,195,95,311,402
IMG_20230106_172138_Burst06_jpg.rf.b68d0593a400fd0e7517b15736d7bebd.jpg,640,640,cola,234,54,409,509
IMG_20230513_165453054_BURST0003_jpg.rf.7fa08867080c436e1e3d4d7608340168.jpg,640,640,cola,224,124,362,515
IMG_20230513_165245740_BURST0004_jpg.rf.82403d1698c7054d92878013b47ae6c3.jpg,640,640,cola,268,150,349,400
IMG_20230106_171936_Burst11_jpg.rf.9ad7dc3af97a78de5a7cd370b1a6a1b8.jpg,640,640,cola,184,135,411,624
IMG_20230513_164838321_BURST0010_jpg.rf.7757d3a42470625fd61afb3d76d0a096.jpg,640,640,cola,271,133,388,481
IMG_20230513_165439386_BURST0003_jpg.rf.2bddb55ad3213754fc595572ec2948aa.jpg,640,640,cola,193,67,381,555
IMG_20230106_172357_Burst07_jpg.rf.d680911f463986ef805777e117b67477.jpg,640,640,cola,216,123,423,583
IMG_20230106_171723_Burst06_jpg.rf.9bda0d59ff99975b0a9ca87ff55083ec.jpg,640,640,cola,211,0,451,448
IMG_20230513_165523462_BURST0001_COVER_jpg.rf.f591f653a4d0651a315878018e2739f2.jpg,640,640,cola,156,114,319,447
IMG_20230106_171953_Burst08_jpg.rf.ed663d6a05f06cc8190a56420fc839d9.jpg,640,640,cola,269,118,412,567
IMG_20230106_172357_Burst09_jpg.rf.b9f7e4b3f78208b4f060d36dad88a92e.jpg,640,640,cola,251,153,434,582
IMG_20230513_165340889_BURST0011_jpg.rf.87963ecfcb14c47a06b4a753b79eac03.jpg,640,640,cola,176,166,385,622
IMG_20230513_165523462_BURST0004_jpg.rf.b3ea60aa7c3323870dbd36cd88f2dba1.jpg,640,640,cola,196,105,308,403
IMG_20230513_165327174_BURST0003_jpg.rf.4ca22e1ef3ba571c543296f4a75263b7.jpg,640,640,cola,266,116,354,388
IMG_20230106_172130_Burst12_jpg.rf.2a0ee3f652baf3300485dd87bddc808b.jpg,640,640,cola,268,176,400,587
IMG_20230513_165556202_BURST0012_jpg.rf.65859e23605b3daad2c7bff4283ed3a5.jpg,640,640,cola,213,85,321,391
IMG_20230513_165008935_BURST0002_jpg.rf.d1871384e49c8e6d62ac983a2cbda7b3.jpg,640,640,cola,236,198,335,463
IMG_20230513_165147821_BURST0003_jpg.rf.0a1f19eed94764a38526b53be1b61ae6.jpg,640,640,cola,222,147,322,420
IMG_20230106_172243_Burst01_jpg.rf.6b9b2c182c037e3de99cd18b36247ada.jpg,640,640,cola,262,96,404,572
IMG_20230106_171230_Burst04_jpg.rf.75e22d7f3ccf6c800aba67e0a05de084.jpg,640,640,cola,254,163,382,573
IMG_20230106_172130_Burst05_jpg.rf.04d0d0b56754c666e694b22429ce9c53.jpg,640,640,cola,264,170,400,583
IMG_20230513_165408511_BURST0009_jpg.rf.e2d1b0b9fcfdb94e62f41bb1cdac472d.jpg,640,640,cola,281,160,430,539
IMG_20230513_165340889_BURST0015_jpg.rf.b6774c26e244d3b36455b08544fc9390.jpg,640,640,cola,237,44,367,455
IMG_20230513_165340889_BURST0010_jpg.rf.2d88736042145cb2b2c79115189c434b.jpg,640,640,cola,229,48,365,463
IMG_20230513_164905242_BURST0004_jpg.rf.5a55994ef78870f9391814aa69f53dea.jpg,640,640,cola,235,199,370,466
IMG_20230106_172357_Burst11_jpg.rf.b6101f8e1adc63aba07d1f0cbc095123.jpg,640,640,cola,272,159,401,566
IMG_20230513_165003143_BURST0001_COVER_jpg.rf.f8e211aa398ae0dfef56da62535e1be2.jpg,640,640,cola,228,144,338,430
IMG_20230106_172243_Burst06_jpg.rf.a576e61e81ea4a618aa639e5b37e936d.jpg,640,640,cola,258,95,401,576
IMG_20230513_165127291_BURST0011_jpg.rf.e0fb858a93e354ca5713caf0646dfeb2.jpg,640,640,cola,259,107,363,413
IMG_20230106_172243_Burst07_jpg.rf.04316c02fc5060eae08aa7b25e1e44c3.jpg,640,640,cola,245,102,394,578
IMG_20230106_172138_Burst08_jpg.rf.656cf428144c1bc1fe51ed8aab556c61.jpg,640,640,cola,264,150,400,577
IMG_20230106_171931_Burst17_jpg.rf.2c0afac5258cca94733f0add3a3fa345.jpg,640,640,cola,274,146,421,594
IMG_20230106_172243_Burst03_jpg.rf.a259f67cdcd497f7d29d0124546a0673.jpg,640,640,cola,254,97,403,576
IMG_20230106_171723_Burst11_jpg.rf.3f237b23693d7c76c498d80066e75817.jpg,640,640,cola,271,181,397,590
IMG_20230513_165408511_BURST0007_jpg.rf.4af3ea2d812707601097b486baba5e93.jpg,640,640,cola,187,102,364,447
IMG_20230513_165127291_BURST0007_jpg.rf.c6afc2d88d641bd68c6630da1757a681.jpg,640,640,cola,254,90,358,412
IMG_20230513_165439386_BURST0002_jpg.rf.376747d7dbcb0c6dae79d7c1d8d787c9.jpg,640,640,cola,190,103,357,543
IMG_20230513_165523462_BURST0002_jpg.rf.6de72122d068a45d3901677c75fa36e6.jpg,640,640,cola,310,245,469,573
IMG_20230106_171449_Burst15_jpg.rf.13ce044843ef79df8530a58ddd4e386b.jpg,640,640,cola,268,113,480,573
IMG_20230513_164838321_BURST0009_jpg.rf.4d5d2ceca56f59e2f1afd5b576325b1f.jpg,640,640,cola,232,151,434,528
IMG_20230513_164905242_BURST0010_jpg.rf.9c3ad7d6d0706d17c05d23a8b699114a.jpg,640,640,cola,275,205,383,466
IMG_20230513_165439386_BURST0015_jpg.rf.22686dfb7b0067b8c723bc5d3d144ba7.jpg,640,640,cola,179,81,445,590
IMG_20230106_171449_Burst09_jpg.rf.c510032265560d194a0bbc112379d27a.jpg,640,640,cola,193,129,394,557
IMG_20230106_172357_Burst10_jpg.rf.1fa927e8ec9c5b268bc74e747285ebef.jpg,640,640,cola,241,167,415,619
IMG_20230106_171219_Burst16_jpg.rf.f1b110646cd32e33f6efb1d22447acc9.jpg,640,640,cola,265,17,445,566
IMG_20230513_165127291_BURST0013_jpg.rf.7cafc982aa34e71e9c3ed89e3671d4a8.jpg,640,640,cola,264,108,361,408
IMG_20230513_165245740_BURST0003_jpg.rf.fae5a20e8feab641a0fee63fc22b2c70.jpg,640,640,cola,267,151,354,398
IMG_20230106_171925_Burst05_jpg.rf.ce06f4f38c80adc66c2c642fb8d66b73.jpg,640,640,cola,257,92,506,636
IMG_20230513_165556202_BURST0003_jpg.rf.d7b6f89893fbee14951564b0502ab98a.jpg,640,640,cola,325,225,452,545
IMG_20230513_165453054_BURST0014_jpg.rf.280f89ba1b79cdcb3508401622434c92.jpg,640,640,cola,254,159,392,541
IMG_20230513_165147821_BURST0012_jpg.rf.eb52fb381c7ff9a0f9020fd85a55121d.jpg,640,640,cola,267,225,436,526
IMG_20230106_172147_Burst16_jpg.rf.1c446e5798571410667ccfc0c27fd536.jpg,640,640,cola,152,107,397,615
IMG_20230513_165127291_BURST0002_jpg.rf.93022e016cb14341a96be842a8347f00.jpg,640,640,cola,244,85,357,408
IMG_20230106_171936_Burst11_jpg.rf.fa14841327f4a8a2a2a28247c8174bd8.jpg,640,640,cola,149,120,411,609
IMG_20230513_165003143_BURST0003_jpg.rf.1c559cca16315aca8eb6dc0abad27092.jpg,640,640,cola,272,127,397,444
IMG_20230513_165327174_BURST0003_jpg.rf.1d5babfa771386b7ee7ab7249bcc3f17.jpg,640,640,cola,251,109,361,405
IMG_20230106_172439_Burst02_jpg.rf.cdefcce76f6ccd720e343ff96d247c08.jpg,640,640,cola,269,182,395,575
IMG_20230513_165523462_BURST0004_jpg.rf.98d1010fabf35b91b9ee36834bad296f.jpg,640,640,cola,149,117,346,454
IMG_20230513_164859446_BURST0003_jpg.rf.aecdc75642b20f44ee7c3be507e38ff1.jpg,640,640,cola,263,18,413,484
IMG_20230513_165556202_BURST0002_jpg.rf.75d739fbe769e2c066311b2538c40b33.jpg,640,640,cola,161,230,347,585
IMG_20230106_172138_Burst06_jpg.rf.eda2805deaa70d283d4c04fcf1c206e5.jpg,640,640,cola,244,55,408,499
IMG_20230513_165127291_BURST0007_jpg.rf.8f65c2305537f896d1bebfc1fe4448ce.jpg,640,640,cola,228,222,368,559
IMG_20230106_172243_Burst02_jpg.rf.1683f10181c8a18056208cec0acacf04.jpg,640,640,cola,203,64,404,624
IMG_20230513_165245740_BURST0005_jpg.rf.9f593c0a84f12d731b479fae612133ae.jpg,640,640,cola,254,124,399,396
IMG_20230513_165340889_BURST0010_jpg.rf.ccc7aec910057424eb6fcfaf1e586654.jpg,640,640,cola,176,8,404,473
IMG_20230106_172228_Burst18_jpg.rf.033674caeb4fef1d786d42b2b6f6a805.jpg,640,640,cola,234,48,423,507
IMG_20230106_171953_Burst08_jpg.rf.c59415ac0837555d356e3a930a0b79d9.jpg,640,640,cola,256,63,424,523
IMG_20230513_164838321_BURST0003_jpg.rf.829f79fe87ee20bdc673c093c766247b.jpg,640,640,cola,239,119,398,471
IMG_20230106_172057_Burst05_jpg.rf.25d4108e6548654c93b9f337ddf54308.jpg,640,640,cola,179,121,408,614
IMG_20230513_165147821_BURST0008_jpg.rf.2ffefa983ad84e2a7c638f3a3ec1c23f.jpg,640,640,cola,333,124,456,430
IMG_20230106_172243_Burst01_jpg.rf.e9532fd5f92fb6adb3498c6b665e6305.jpg,640,640,cola,191,85,459,596
IMG_20230106_172228_Burst12_jpg.rf.75337e65b03178d7ff0a8a06873ab7ad.jpg,640,640,cola,231,40,386,538
IMG_20230513_165340889_BURST0015_jpg.rf.2eba4996fb99f321db7ae5add0acd587.jpg,640,640,cola,238,121,412,601
IMG_20230106_172130_Burst08_jpg.rf.b5db4a7f8c22fc5e23711bfe14fb0ef1.jpg,640,640,cola,245,168,419,606
IMG_20230106_171931_Burst17_jpg.rf.5eca80314ae4f7ebfe41835575700cde.jpg,640,640,cola,217,142,454,625
IMG_20230513_165008935_BURST0002_jpg.rf.20eb2b12ef413550955ebb047a51b9a9.jpg,640,640,cola,211,181,361,465
IMG_20230513_165556202_BURST0012_jpg.rf.a28195e76116e25ed3d004d75547a48c.jpg,640,640,cola,197,208,401,578
IMG_20230513_165523462_BURST0009_jpg.rf.0320ce2e933f59b893700f126d030f8c.jpg,640,640,cola,316,98,484,423
IMG_20230513_164942950_BURST0002_jpg.rf.60d018bce53d0cc58d7279775090cf0d.jpg,640,640,cola,284,52,462,532
IMG_20230106_172439_Burst02_jpg.rf.5c1e988e58ba49ad8e721904f3466c62.jpg,640,640,cola,254,156,420,609
IMG_20230106_172130_Burst05_jpg.rf.1e646ba1b88f5c3b2c17daf1e2bb383b.jpg,640,640,cola,208,147,418,600
IMG_20230513_165127291_BURST0002_jpg.rf.ee1f1a927dd4e3a056ddb5cc173de7ef.jpg,640,640,cola,292,69,460,441
IMG_20230106_172147_Burst20_jpg.rf.e949d72059158108107516f0b879402a.jpg,640,640,cola,248,162,386,604
IMG_20230106_171723_Burst11_jpg.rf.52eec417b2102036bb13ee048e33bc25.jpg,640,640,cola,243,163,407,608
IMG_20230106_172147_Burst20_jpg.rf.05293cc9e0684e8fae10acd03c04703b.jpg,640,640,cola,232,117,497,640
IMG_20230106_172243_Burst07_jpg.rf.1e19ed4dca605dcd634b78e6c7712938.jpg,640,640,cola,223,94,409,591
IMG_20230513_165340889_BURST0002_jpg.rf.568177c9dd21ac40c4fca0a5d87de115.jpg,640,640,cola,306,200,453,640
IMG_20230513_165453054_BURST0003_jpg.rf.1f78b435dc6a7c19de2ad3493b1fe07b.jpg,640,640,cola,170,86,374,536
IMG_20230513_164859446_BURST0003_jpg.rf.73521cbec509808ee59ccdfb86da868a.jpg,640,640,cola,201,148,412,640
IMG_20230513_165205273_BURST0005_jpg.rf.88019dd5750043beda5ad7e0a69a9176.jpg,640,640,cola,277,159,412,429
IMG_20230106_171230_Burst04_jpg.rf.e5523e59dd9d459af8401cacfcb1fcd8.jpg,640,640,cola,221,154,407,582
IMG_20230106_171936_Burst10_jpg.rf.098e4723a5644c44b46e6f93ba27f9fd.jpg,640,640,cola,167,134,421,625
IMG_20230106_172357_Burst11_jpg.rf.ece15a406fefe1875953045c5fe9d7f4.jpg,640,640,cola,275,73,431,521
IMG_20230106_172243_Burst03_jpg.rf.58baaeefd953453231f959ba5957b0d1.jpg,640,640,cola,238,55,428,565
IMG_20230106_172243_Burst06_jpg.rf.6f8be442d6a8e9f4ca1df163894751d6.jpg,640,640,cola,171,92,392,640
IMG_20230513_164942950_BURST0001_COVER_jpg.rf.a88a7ba81ef2344006aa35495c84bf78.jpg,640,640,cola,259,56,470,507
IMG_20230106_172138_Burst17_jpg.rf.6037d07e976537dd63ba0d0fbfcfc040.jpg,640,640,cola,236,44,454,505
IMG_20230106_172228_Burst19_jpg.rf.50da56f35d79c57d72333e96c9af57a3.jpg,640,640,cola,246,41,390,499
IMG_20230513_165147821_BURST0003_jpg.rf.a673cd96256e4c5acbd52264f6272c45.jpg,640,640,cola,326,148,458,458
IMG_20230513_165245740_BURST0003_jpg.rf.7fd96d94c027c66cd4164e1400d2bbe2.jpg,640,640,cola,242,242,347,516
